Callsign,Origin,Destination,Aircraft
,KMJ,TTJ,E75L
,QUT,OKD,DH8D
,BKK,DPS,A359
,HKG,PEN,A320
,ATH,FJR,B77W
,OGU,LVP,B789
,HUZ,KHH,A21N
,SRG,DJB,A320
,AWM,MPS,BE55
,CGB,AFL,P46T
,VNC,GRR,C68A
,CNO,DMA,AA5
,LBF,EWR,B737
,BLD,SGU,ZZZZ
,NLD,PHX,GL7T
,DFW,TYR,M20P
,AUS,UVA,C172
,LOU,GRR,PC12
,WWR,HOT,A21N
,BWI,SEA,B739
,BTV,SJC,GLF6
,ADS,DFW,E75L
,LEE,MYR,PA27
,DAL,DPG,E545
,FTW,CGI,BE58
,PGS,ATL,A321
,VPS,MPS,EPIC
,PNS,RDU,C550
,MHS,WVI,K900
,LWC,CBF,C172
,ORL,BEC,C441
,DAL,HOU,E55P
,DEN,BNG,B737
,JER,LIN,GLF4
,HIO,EUG,C152
,DFW,CLT,A321
,SCK,BFK,E135
,DXE,BTR,CRJ7
,WEA,MWL,P28A
,BIS,DEN,CRJ7
,BWI,NGD,CL35
,NEN,MEI,A320
,MKK,OGG,BE9L
,TNP,MYH,E75L
,SFO,IND,E550
,MHH,SJU,A320
,HWO,OPF,C152
,GPT,BKD,C56X
,HII,AZA,P28A
,CZK,BNA,B39M
,GAD,TNT,A321
,UWA,LCK,B77W
,WRI,ILN,B752
,HNC,IAD,B39M
,RSW,IOW,C56X
,CWX,PHX,CRJ9
,GSP,CLT,Unknown
,PAE,BFI,B38M
,JFK,VCE,B764
,EWB,PBF,A332
,FLL,PTK,CL60
,MSY,CWF,B738
,CMI,SMF,B738
,OPF,MDS,E55P
,DSM,AMW,P46T
,SGU,BTF,C340
,OCA,OLV,PRM1
,SBN,ATL,CRJ2
,MLC,DUA,C182
,IAH,NRB,E545
,LUF,DVT,P28A
,YYZ,DTW,CRJ9
,TEU,MON,AS50
,PPQ,OHA,BE20
,WAG,CHC,AT76
,OPF,DAL,GLF5
,PLU,GIG,E50P
,CNF,GRU,E295
,AZA,MSC,Unknown
,ADS,PNX,Unknown
,ELT,CAI,A20N
,NBO,WIL,C208
,NLU,MEX,C295
,MTY,NGP,LJ55
,BGY,LUG,NG5
,GMZ,RIR,A332
,MAD,AGP,B738
,SCL,KNA,A332
,SFO,IAD,B77W
,BOD,TLS,A321
,KIX,MUC,A359
,DTM,ENS,C42
,LAI,QCY,A320
,OPO,NTE,A320
,DEL,HEL,A333
,SIR,LGG,C650
,HAM,AGB,BE40
,STN,LTN,CL35
,PVC,YHZ,A21N
,AMM,IST,A320
,TZX,IST,A21N
,ANK,SAW,B38M
,EDO,OGU,B738
,BLY,SXL,A189
,IXB,BBM,A319
,CGP,BZL,L410
,KBR,MNU,A320
,PUS,RSU,A320
,PUS,ICN,A21N
,MNL,JRF,A333
,SIN,CCL,A359
,NAY,TYN,A321
,FUO,SZX,A321
,CNI,NAY,B738
,SZX,HUZ,A320
,MFM,SZX,B789
,TOD,KUA,B738
,TSN,TNA,A21N
,ADL,PUG,PC12
,BNE,CCL,BE58
,PLO,YLG,B737
,BNE,IFL,A320
,NRG,PER,A319
,SHJ,HYD,A20N
,CDP,BOM,A20N
,RRK,BLR,B38M
,KMJ,TAK,B738
,DXB,JAR,B38M
,OTM,IJX,BE33
,NPH,PVU,DA40
,SAT,NIR,BE36
,BFL,SQA,PA46
,WVI,HLI,CH70
,MKL,CLT,A321
,GYY,PNE,B38M
,MCO,TOP,B39M
,LEE,HWO,C182
,TLH,TPA,F900
,TCL,DBN,M20P
,AUS,ILE,C172
,CGE,FME,BE23
,LGF,AZA,C172
,MKC,LAS,G280
,PHX,JVL,B738
,PVD,JFK,BCS3
,TYS,RDU,C25B
,UST,MDW,E55P
,DFW,MHL,BCS3
,NQI,SAT,PC12
,GSO,AVL,C56X
,BKE,LGD,B407
,CLD,PSP,E55P
,BTY,AUS,B737
,FPR,JAS,P180
,SBA,RNO,GLF5
,FSD,ORD,CRJ7
,DVT,SLC,EPIC
,OST,MUC,E550
,PHL,JAN,E145
,EYW,MTH,P68
,DAY,BGR,CRJ7
,SRW,CLT,A319
,PHX,SJN,A321
,DFW,MEM,E170
,PSP,WLD,B737
,JCY,IAH,B39M
,HBR,FRR,B753
,DAB,FXE,P28A
,ONO,PVU,PC12
,ECP,ABI,B738
,SBS,BDG,B38M
,FLL,BNA,C68A
,PHL,CUN,A321
,GEG,MDW,B737
,SCB,MIF,B738
,ANC,MRI,BE20
,BGR,BHM,CRJ9
,NTR,REX,C182
,HSV,HOU,PC24
,OPF,SUA,CN35
,SFO,YYZ,BCS3
,YYZ,CGI,BCS3
,YUL,GRU,B789
,WLG,KBZ,AT76
,PMR,CHC,AT76
,GRU,CNF,A321
,VCP,QCJ,E195
,CGH,BAT,B738
,VCP,SOD,Unknown
,FLN,SJK,PA46
,BDC,CLN,BE20
,AZA,PHX,Unknown
,RAL,CNO,Unknown
,TNT,MIA,Unknown
,ANC,BVU,Unknown
,SPX,SKV,B738
,SPX,SPU,A20N
,LKY,NYE,A359
,MXU,RRK,B77L
,PCH,AHS,B737
,TIJ,CUN,A21N
,ADJ,OMF,Unknown
,ORY,BCN,A320
,MAD,PCH,A332
,BKB,WGB,B77W
,NNA,CDG,A321
,KUT,BUJ,B77W
,LGW,NQY,A321
,ARN,LLA,A20N
,VCE,FAB,CL35
,LBC,BRN,C56X
,OPO,LBG,E55P
,TOS,OSL,B738
,YDN,ZHP,A359
,CTA,NSY,A320
,BOM,ALA,A21N
,AGA,BEM,B738
,SZG,LHR,PC12
,DWC,BOM,GL5T
,BKK,KDT,A319
,SAW,IST,B733
,AQJ,CCE,A320
,PHY,KKM,AJ27
,MCT,BOM,A20N
,SIN,HWK,A359
,TSN,SZX,B738
,KIX,PKX,A333
,PKX,PEK,A320
,HUZ,SZX,A321
,DAT,TYN,B738
,SZX,BHQ,A359
,FUJ,HUZ,A20N
,PEK,PKX,A21N
,MEB,AVV,B350
,SYD,CES,DH8D
,PER,MMG,A319
,NOA,CMD,EC35
,DEL,DXB,A20N
,NMB,LKO,A20N
,KUT,BKK,A359
,DOH,JFK,B789
,AZI,DAM,B77L
,CCJ,COK,A320
,KHH,SWA,A21N
,PKN,SMQ,A320
,PHX,DFW,A320
,GPT,ADS,HDJT
,ATL,MSY,A321
,PAO,HAF,C172
,OAR,CLW,B38M
,OGA,LAA,B38M
,BXS,SEE,PA22
,DFW,CID,SW4
,HHR,TPL,GLF5
,OPF,DEN,E55P
,MHH,OPF,CL30
,LBE,LNK,E55P
,IMM,TMB,T206
,WPO,DAL,F2TH
,APA,RAP,DA40
,BIE,GSO,B38M
,GUY,AKO,B763
,HYA,FMH,P212
,FDY,TBR,CL35
,TSP,NTD,NAVI
,RBD,LJN,P28A
,PHL,LAS,A21N
,SZP,PHX,B737
,SGR,BMT,C25A
,SAC,SMF,AT5T
,YNG,BFI,E550
,RKR,VER,A20N
,ORD,GYY,CRJ7
,BTP,SGR,C56X
,LBE,FDK,SF50
,LYH,BCT,LJ60
,HDN,FLL,A320
,OPF,LUK,C25B
,PAO,SJC,RV7
,ALW,SIY,E75L
,CLT,PBI,E55P
,SUU,SMF,C152
,ORD,WTR,B739
,SUU,SMF,B47G
,CHS,FLO,FA50
,BLH,OGD,PC12
,LAL,MHH,A21N
,FOK,VNY,GLF5
,IWS,BNA,SF50
,BOG,SFB,A20N
,EED,DFW,CRJ9
,BNA,AZA,E55P
,EIS,SJU,PC12
,ALB,MTC,B38M
,CKB,CRW,C25B
,ADG,IAD,A319
,BXK,SCF,HUSK
,RSW,SFB,B738
,SJT,DEN,B738
,MRN,ABQ,B38M
,SEE,MHV,T206
,TCL,MML,B739
,RZZ,OLV,B739
,EKO,BWI,B39M
,MTH,NQX,H60
,PNS,NSE,TEX2
,TCM,UIL,C30J
,NQI,ALI,HAWK
,YEG,YYC,DH8D
,YYZ,MMT,BCS3
,TRG,PMR,AT76
,PPQ,MRO,H500
,CWB,GRU,B738
,JDR,VCP,A20N
,JHF,BFH,Unknown
,SDU,LEP,Unknown
,JIA,DMT,Unknown
,SDU,POJ,C680
,VCP,SDU,BE40
,PBI,OPF,Unknown
,SPX,HBE,B738
,GCJ,JNB,B738
,TCN,JAL,H25B
,SVO,LED,B738
,MAD,AVI,A332
,MAD,NAP,A20N
,BOS,MAD,A21N
,LYN,SBK,PA46
,NTE,ANE,EC45
,SPX,RBA,A359
,NAY,FRA,A359
,EDI,LCY,E190
,BQH,GRZ,BCS1
,ERZ,WAW,B38M
,GVA,ZRH,C56X
,DTM,LIS,E55P
,QXC,YJN,A21N
,PRN,ERZ,B738
,ANK,IST,B738
,OSL,IST,A21N
,YEI,LXS,B738
,BXJ,ALA,A21N
,DWC,LBG,GLEX
,BOM,DIU,A20N
,SGL,DGT,AT76
,LZN,SIN,A359
,SZX,TSN,A320
,TYN,TKH,A321
,HKG,SZX,A333
,PEK,AKL,B789
,DAT,FOC,B738
,DAT,PEK,B38M
,PEK,PKX,B738
,CNS,LTP,DH8D
,RMA,GFN,A320
,CUD,TAN,SLG2
,NOA,CES,EC35
,DXN,BLR,A21N
,HYD,BOM,A20N
,LVP,DXB,B77W
,QZD,DXB,B77W
,VDY,AUH,A320
,YIA,SUP,A320
,CCR,PRB,P28U
,PHX,GEG,A320
,TUS,DMA,C208
,MCO,WDR,A321
,BEC,DWH,BE36
,HPN,BUF,PC12
,EVV,TYS,BE20
,LAS,PSP,CRJ2
,TLH,HWO,C172
,EWR,DEN,B38M
,MKO,HSV,GL7T
,VNC,LNA,RV8
,ECP,CSG,S22T
,BCT,FXE,TB20
,NRB,AVO,C172
,CCR,SMO,PA32
,LIT,MXC,A21N
,BTF,MAF,S22T
,ORD,FLL,B38M
,TPA,OPF,B350
,MFV,CAE,CRJ2
,BUR,SNK,BCS3
,MSP,RAP,E75L
,ISM,DEN,BCS3
,GYM,MUG,B739
,SNA,MLF,C414
,LSB,CLD,GA5C
,MSY,ABQ,B737
,OKC,IWS,B350
,BUR,FXE,H25B
,JFK,YSA,GL7T
,GLE,PNX,G2CA
,SJU,HPN,A320
,MSN,LEX,CRJ7
,JFK,SEA,A21N
,INS,BLD,H500
,PHX,SAN,A320
,DCA,ORF,CRJ9
,IAD,AYS,F900
,TXK,MPS,PC12
,HTO,CDN,E145
,BRY,LOU,C680
,BHB,BGR,C402
,FXE,GHM,RV7
,BUF,YQG,CL35
,ISM,PHX,C25A
,OXR,SNA,DA40
,CDN,FLL,B38M
,SNS,HLI,EC35
,IMT,DFW,B789
,AFW,GLE,C172
,EWR,IAH,A319
,PHL,SLC,B739
,GAI,CAK,SF50
,LAS,MIA,B38M
,ADR,GGE,B350
,BKD,CHS,C30J
,CHC,KBZ,EFOX
,NPE,MRO,T6
,FDO,AEP,E190
,BFH,CWB,AT76
,JHF,SJK,LJ40
,PSW,SAO,P46T
,ROS,PRA,A20N
,HMT,PSP,Unknown
,BTF,OGD,Unknown
,BTF,EVW,Unknown
,PMS,EIY,A359
,DOH,DWC,B77L
,KGD,HEL,B739
,SUI,BUS,SU95
,VDE,FLN,A332
,TLS,NCE,A321
,BBM,CDG,A359
,LHR,FAB,E35L
,BOS,LAX,A359
,BHX,BZO,A320
,EIN,ANR,B738
,WAW,HAM,E75S
,ANR,RTM,CL35
,BQH,HAJ,E55P
,OSL,AES,B738
,ZRH,GVA,BCS3
,YEI,CAI,A320
,IST,ANR,A21N
,NBO,LUX,B744
,RUH,XXN,CRJ2
,JSI,KSO,B738
,ROS,JOI,B738
,DAC,COH,A20N
,NNT,TVY,A319
,BKB,BXJ,A320
,TOD,PEN,B738
,DLC,CNI,B738
,SIN,HKG,A333
,CAN,ZUH,A320
,CAN,PEK,B738
,HUZ,SZX,B738
,VNT,PEK,B789
,XRH,TOD,A359
,ROK,MOV,DH8D
,MEL,CYG,A320
,MEL,SIO,SF34
,BLR,HYD,A20N
,OBO,CTS,B737
,NKM,TAK,BE58
,TKN,HND,B738
,NRT,ICN,A359
,EPA,DXB,B77W
,LVP,JJM,B77W
,MCT,DXB,B77W
,LVP,DXB,B38M
,DEN,RPX,C172
,DWH,CXO,C172
,BQK,DEL,GLEX
,PHL,OTM,A321
,ESF,DEN,E75L
,BAB,AUN,C150
,PBF,GVT,B38M
,LAL,FXE,BE58
,MFE,REX,C560
,IND,GFD,EC45
,IAD,GNV,F2TH
,CWA,STS,GA5C
,LCK,DEN,B38M
,HSH,TVL,C680
,RBD,SEP,BE33
,UBS,MVC,P32T
,TMB,MIA,B38M
,SLC,MIA,B763
,HEZ,SAV,A320
,ANC,ZNC,C130
,MFM,HKG,GLF4
,SNA,GYR,B737
,TEB,DFW,E545
,BTF,PVU,EC45
,OPF,RBD,CL30
,VGT,DRA,RV8
,MYF,HSH,P46T
,WBU,FNL,C172
,DSM,ORD,CRJ7
,BJC,APA,C172
,BWI,RDU,B737
,OTM,SJU,CL60
,FST,IRB,K100
,TRL,ADS,P28A
,AVW,AZA,C172
,PDX,PUC,E75L
,CYO,BDL,GLEX
,OPF,BCT,CL60
,YYZ,USA,Unknown
,SCF,MSC,P28A
,TNP,LGB,C421
,SCF,PPA,C560
,ORD,LQK,A319
,BHM,JAN,H25B
,ALB,BWI,B738
,SJN,SAN,B738
,SNA,CCR,SF50
,TOC,MMI,EC35
,PBI,FLG,LJ35
,KIC,SJC,M20P
,ANN,BMC,B39M
,AGC,PSP,GLF4
,BKD,POB,C30J
,YEG,YYC,G150
,TLV,BCT,GLEX
,YUL,YTR,DH8D
,YWG,YOW,G150
,YVR,YQF,DH8D
,WRE,AKL,C208
,OAL,AQA,P46T
,MAC,CEN,B763
,SKW,WOW,Unknown
,MRI,FRN,Unknown
,ONT,CCB,Unknown
,STS,NOT,Unknown
,FEZ,AHU,A320
,SVO,KGD,B739
,CDG,FDF,B77W
,YGV,GMD,A359
,BUS,SHJ,B789
,KUT,SAN,A359
,LHR,AMS,A21N
,DIA,CND,A333
,CDC,CPH,A333
,CPH,AMS,A20N
,BHX,VLC,C56X
,WAW,PRG,E75S
,FAB,EMA,C56X
,GCI,AGP,E55P
,LIS,MZW,A21N
,NUE,PRG,CL60
,BRN,ZIN,D140
,IST,KSO,A320
,TEQ,BUS,A21N
,MAN,FAB,CRJ2
,CAT,LTN,GL7T
,OVD,HAJ,A320
,TKH,PHY,B738
,AQJ,BUP,A320
,SUH,LKO,A20N
,KUL,MKZ,B738
,BUP,IHR,Unknown
,IXM,TCR,A320
,WEH,TYN,E190
,SJW,SZH,A320
,FUO,HKG,A333
,HUZ,CAN,B738
,HDG,TYN,B738
,PEK,TSN,B789
,SZX,SXT,B38M
,TYN,SJW,B738
,SYD,BWU,AS50
,BNE,CUD,DH8D
,TUM,CYG,A320
,FJR,DEL,A20N
,OKA,KIX,A20N
,KUT,ARN,A359
,SHJ,TRV,B77W
,DWC,FAU,B738
,CNS,BZP,DH8A
,TPE,CND,B77W
,RGT,CGK,A320
,TJB,SIQ,B738
,STL,RSW,E35L
,SLC,TEB,C750
,LGA,PBI,A321
,MQY,MRC,C172
,LFN,GSB,Unknown
,EGE,MOB,C680
,RBF,BNG,P51
,BNA,BPT,PC12
,ORD,GEG,E75L
,BTV,IAD,E45X
,PVU,BMI,CL35
,SRQ,OLD,P46T
,EMT,POC,C172
,PVD,BBW,F2TH
,ATL,LIT,CRJ9
,MWL,WEA,C152
,RNO,FAR,C560
,IAH,PTN,B38M
,MFD,ORD,E75L
,SLE,PDX,C177
,LAA,BJC,P28A
,SLC,SJC,C680
,LAL,OKK,BE33
,MMI,HAB,B738
,PAQ,VDZ,AS50
,TEB,OPF,GLF4
,BOS,SAT,B739
,LYH,CHS,PA30
,LCA,PSM,B763
,MMH,SRF,SR22
,CPR,WRL,P32R
,CGR,JRN,PAY2
,ISM,DAY,E55P
,OAJ,MYR,B737
,BTR,MKE,CRJ2
,OPF,PBI,PA32
,OJC,ROG,B407
,JDA,TWF,BE20
,SSC,MJX,BE55
,FCA,AUS,GALX
,MEX,TLC,A320
,SUA,HAO,Unknown
,PHX,BXK,B36T
,PSB,GTY,CRJ7
,GED,CXY,A321
,SBA,VNY,E55P
,SGR,WHT,PA23
,ALS,RAP,M20P
,ALG,NTD,GLEX
,HFF,DAN,E145
,AYS,COI,B752
,IMM,SUA,H25B
,CLD,AVX,C172
,OAK,SUU,C172
,BFI,SAT,GA6C
,HPN,CHS,E55P
,FEP,ORD,CRJ7
,HVN,MCO,B738
,MPR,BFK,A319
,CVG,GTR,B739
,TPA,MCO,B738
,RSW,RIC,B738
,HMT,PMD,P28B
,FMY,LAS,F2TH
,HOU,IAH,GA5C
,ORL,VDI,BE9L
,ORD,DFW,A319
,CHS,ATL,B739
,MSP,PGS,GA5C
,SLE,HIO,C172
,FXE,MRK,C172
,HSH,MSC,RV10
,LNR,SFM,C17
,MHZ,LKZ,V22
,SAV,NSE,A119
,DEN,YYC,BCS3
,YYZ,MSY,BCS3
,YYZ,GDT,B38M
,YYZ,FLL,FA7X
,OHA,PPQ,D11
,IVC,ASG,A320
,WTZ,AKL,SR22
,FLN,EZE,B737
,JHF,BAT,FA8X
,FDO,AEP,B38M
,MIA,TFN,B763
,SCL,KNA,A20N
,DVT,AZA,Unknown
,RBF,LGB,Unknown
,NPH,PVU,Unknown
,LGU,BMC,Unknown
,JNB,ZEC,B734
,CSB,DOH,A359
,JNB,WKF,B738
,JNI,STY,B39M
,SGR,LOV,F2TH
,VIE,MAD,A319
,ELT,CDG,A359
,LPL,BQH,PC24
,BEQ,NWI,C152
,GVA,LHR,A21N
,WAT,BFS,B738
,MCO,NGD,E190
,BGO,TRF,DH8D
,STN,ZIN,E55P
,LIS,ESB,A21N
,ACE,DUB,B738
,RDU,KEF,B38M
,FAB,ZRH,CRJ2
,AOY,LVP,A320
,XTO,SIN,A359
,DAT,TYN,A320
,HUZ,FUJ,A321
,SZX,NAK,B738
,BKK,SXT,B38M
,KGD,TYN,B789
,TWB,WLE,M20P
,MEB,MEL,B06
,BNE,ROK,DH8D
,DEL,MCT,A20N
,ISK,BLR,A20N
,ITM,KMJ,E170
,QUT,FKS,E190
,NRT,HND,B788
,CXF,JSR,B789
,UTP,BKK,A320
,DXB,LVP,B77W
,AYM,AUH,C130
,KUT,TPE,B77W
,CGK,HLP,B738
,CGK,SUB,A320
,SUB,KUL,B738
,SPA,CLT,E145
,BOS,IAH,BCS1
,IAH,DKK,E75L
,APF,SCF,C56X
,NTD,MYF,TB20
,SUN,BED,FA50
,BLD,GCN,C208
,LAX,HNL,A21N
,OAK,CBF,C700
,PTK,ORD,E75L
,SNA,FAT,C550
,OPF,TEB,GA5C
,OPF,ISP,GLF5
,CMH,HCW,B737
,CVG,PMH,B763
,PNS,DFW,E75L
,JFK,JVL,CL35
,HNM,HNL,A332
,TRM,LUF,S22T
,SHD,PIA,BE20
,TEB,ORL,E55P
,SUA,GJT,E545
,ADS,ONM,CL60
,APF,TEB,HA4T
,COS,CLD,E55P
,WPO,HOU,CL60
,MSC,CGZ,DA40
,TRM,TSP,TBM9
,PWA,VNY,C68A
,BCT,HPN,CL35
,CAK,GKT,CRJ9
,JFK,SLC,Unknown
,STE,MSN,EC45
,ORD,BUB,CRJ7
,PIM,ATL,C172
,CLD,LAS,GLEX
,DTW,OMA,CRJ9
,RBK,MYF,C175
,ICT,RVS,LJ45
,NRT,ECA,B744
,EWR,SDF,E75L
,EDC,AFW,P28A
,TAM,IAD,A319
,LOZ,OSU,BE36
,SUA,ORF,C680
,HOU,ICT,B738
,CLD,HII,Unknown
,BIE,CHS,B738
,LAX,MCO,B738
,STL,FLL,B38M
,SFB,DAB,C172
,ROC,FLL,CL30
,EWR,ONT,B763
,COS,DEN,GLF5
,PVW,END,TEX2
,NPT,EWB,H60
,YYZ,YHM,DH8D
,ITH,YYZ,BCS3
,WLG,OHA,C172
,KTF,MZP,BN2P
,HKK,ASG,R44
,GIG,CPQ,B38M
,WWD,MIA,B788
,CAE,SAV,Unknown
,GCW,BLD,Unknown
,OPF,HWO,Unknown
,PDK,SVH,Unknown
,DIA,YUL,A35K
,MEX,TLC,B722
,CVJ,MEX,E190
,BNA,MMC,PC24
,LAX,ALA,A359
,SVG,TYF,B38M
,WAW,KRK,E75L
,WAW,OTP,B38M
,ZRH,BQH,C56X
,GVA,BMA,E55P
,IST,YEI,B738
,LIS,IST,A21N
,KER,ALA,B763
,EBJ,DUB,B38M
,LYS,MUC,PC24
,FRA,ZAG,C25A
,BLM,XXN,B77W
,RUH,XXN,A320
,PEK,PKX,A333
,PEK,TSN,B738
,TSN,TNA,AJ27
,BWU,RMA,Unknown
,BEK,BBI,A20N
,SYD,CNB,A359
,MCO,WGB,B77W
,AEU,DXB,B77W
,ALN,BMG,M7
,LXV,WBU,M20T
,ROW,TIK,E75L
,DEN,PGO,B38M
,GON,FRG,B77W
,APA,OCH,P32R
,RHV,KIC,C172
,SQL,PAO,EXNG
,VNY,GWS,GLF4
,TPA,ATL,B38M
,BAD,PBF,B350
,HOU,MLF,F2TH
,PUB,CLT,F900
,CHA,LEX,P28B
,GBD,JAX,B763
,SAT,SKF,C182
,BQK,DNN,SR22
,OCF,DNL,A319
,CYO,CLT,B38M
,DYL,BNA,A319
,TEB,OPF,CL35
,HNL,BYS,GLF4
,ALX,FWH,PRM1
,SJC,SBA,E55P
,DTH,FLX,B737
,EAT,MTJ,CL35
,CXO,TMB,BE35
,LBL,HUT,PA46
,SBA,PTV,LJ60
,TFN,LIN,GLF4
,MPS,LFK,Unknown
,HPN,PCT,C172
,JFK,DTW,A21N
,NRT,XSP,B737
,OCN,CLD,PA32
,ONT,RIR,C150
,LKP,DET,C56X
,STT,AMW,G280
,VNY,SZP,P28A
,BNA,YXX,PC24
,SCF,SNK,C680
,CRP,ACT,CRJ7
,SCK,CNU,H25B
,ORD,GRR,A319
,MHK,MKC,P28A
,LOU,GLH,B739
,MIA,HHH,C56X
,TPH,GNT,B738
,STL,LAM,B738
,DAL,PBI,C700
,DCA,LWV,B738
,BQN,PHX,B38M
,DVT,PRC,Unknown
,PAQ,WWA,MSQ2
,PCT,MSY,B738
,CLL,RND,H60
,PPA,END,TEX2
,YVR,YAA,DH8D
,YYC,BOI,C25B
,YUL,CUN,A332
,HLZ,TKZ,AS50
,GIS,PMR,BE20
,CPQ,UBA,Unknown
,TUR,FLM,B788
,SCL,GYM,B788
,NBO,WIL,AS50
,CVM,REX,AS50
,MEX,TCN,E190
,SVO,LED,SU95
,BCN,MAD,A321
,MRS,CDG,A321
,RBA,NNA,B738
,BOG,AHU,B789
,PYB,DOH,A359
,GCM,EIY,B772
,LTN,OXF,C150
,SIR,OXF,CL60
,TRD,MJF,DH8A
,YVR,JSH,A332
,WAW,KSC,E75S
,LYS,VLC,E190
,ESB,IST,A320
,ANK,ESB,B738
,BHX,DUB,B38M
,BWI,RKV,B38M
,CMF,ORM,HDJT
,KDT,MNU,A319
,SUH,LVP,A20N
,ELT,IAD,B77W
,TEB,ICN,B77W
,TOD,MKZ,A20N
,HDG,CNI,A321
,SWA,SZX,B738
,TYN,ZUH,A321
,MTQ,CAN,A359
,FUO,ZUH,A20N
,CNS,BZP,DH8D
,TSV,IFL,PA34
,NMB,BOM,A20N
,MYJ,HND,A359
,HND,NRT,A21N
,NJA,HND,A139
,SDJ,TKS,B738
,XPP,HND,B77W
,MYJ,HND,B788
,MEL,BKK,A359
,TVY,BKK,A320
,ZBR,DXB,B77W
,MPJ,PPA,BE20
,VIJ,BWI,LJ60
,RND,AUS,C172
,MQY,BNA,C700
,IWS,IAH,E75L
,PVL,SFO,A321
,BOG,MIA,B763
,BLD,PVU,GB1
,OPF,TEB,GLF4
,DAB,CHS,BCS3
,MIA,BGE,B38M
,SFO,ORD,B739
,GYR,DAL,B737
,BYS,HSH,E75L
,LVK,MOD,C182
,PDX,MHT,B763
,LOW,SVN,A319
,CJS,MEX,B38M
,LAW,RIC,A20N
,HUF,COP,A321
,BFL,SAD,P180
,ORD,LAS,B739
,SCF,LWC,GLEX
,SZP,VNY,C152
,FOK,CLT,PC12
,AUS,MCO,B737
,UST,LOU,SF50
,FTY,CDD,CL60
,BUR,VNY,R44
,WHP,CLD,C72R
,NOT,APC,P28A
,BOS,ATL,B752
,PHL,OCF,C56X
,ELA,RBD,C172
,ELA,RND,C172
,FAM,PIA,E75L
,LAS,OAK,B737
,MOD,ODC,PC24
,FXE,FLL,AS50
,IWS,RCK,BE20
,OPF,TLH,BE9L
,CVG,MSP,B738
,PPM,PBI,SR22
,OGD,COE,PA44
,GWV,DSI,E55P
,ORD,RSW,B738
,KIX,IWK,B77L
,DEN,SGF,B38M
,APF,JLN,C510
,RBD,SJT,SF50
,ELM,LAS,GLEX
,YTM,YMW,BE10
,YSC,YQB,CRJ9
,MHT,FXE,E545
,DUD,IVC,EC45
,KBZ,CHC,AT76
,WLG,PCN,JS32
,JHF,SAO,B429
,AAX,DIQ,Unknown
,CEN,SFH,B763
,TPL,CLL,Unknown
,HOA,IXE,B38M
,LVP,JIW,A35K
,MAD,RDT,A321
,NTE,VCE,A320
,XBK,CDG,C510
,LTT,CEQ,DA40
,AGA,CDG,A359
,MPL,ORY,B738
,KUT,MUC,A359
,ABZ,BHX,PA23
,LTN,LGW,A319
,RMS,KZI,A20N
,HEW,ANR,FA7X
,GJL,AMS,A332
,EIN,MST,C152
,WAW,CPH,B38M
,AMS,GVA,C56X
,OXF,CEQ,E55P
,HAM,LIS,E190
,LIN,ZRH,PC24
,HOH,SMV,AS50
,BRI,TRS,BCS1
,NLU,LUX,B748
,DUB,LBA,B738
,HAJ,DUS,A319
,RZV,VAS,B763
,CNX,MNU,E190
,PUS,RSU,A321
,ADQ,ICN,B77W
,BXJ,YVR,A332
,ICN,SSN,A21N
,TNJ,TOD,A320
,SUG,MBO,AT76
,SFS,PKX,A359
,CDE,TSN,B738
,TYN,SJW,A333
,CAN,MXZ,B738
,HDG,TYN,A321
,TYN,TSN,B38M
,MEB,BXG,P28A
,SYD,MYA,DHC2
,ADL,BNE,A21N
,LST,MEB,SW4
,COK,IXC,A20N
,LKO,SUH,A21N
,BKK,IXR,A320
,DXB,DOH,B77W
,OHS,VAS,B77W
,AOY,SUH,A320
,RND,HCA,C185
,LGB,RBK,C172
,SUO,MSP,BCS1
,ATY,MKG,E75L
,CAE,SEF,B38M
,SPG,GNV,C150
,MIA,TMB,PA34
,CTT,TLN,M20P
,COA,SUU,C172
,NRI,ENV,E75L
,ADS,VNY,F900
,AFW,CLL,C172
,ADS,JCY,K100
,GHC,AHN,PC12
,SGH,IAD,E45X
,WBW,FAR,CRJ9
,CRI,MIA,A20N
,EWR,EMM,B38M
,MSP,ATL,A321
,MIA,PHX,A21N
,TKF,SQL,EPIC
,CHS,BNA,E75L
,CLL,EFD,C172
,JAN,BKW,CRJ7
,ALI,LJN,LJ60
,FLL,ILM,A320
,HPN,MDW,C56X
,DFW,LMS,CRJ9
,FLL,SNA,CL60
,MHR,WVI,RV7
,ERV,SNK,C182
,EGE,RFD,TBM7
,PJB,MSC,P28A
,RAL,SBP,P28A
,MKG,PIT,E145
,DAG,LAX,A320
,CNO,SBP,CC11
,AFW,WEA,C172
,BIL,POY,C172
,HON,PIR,CH75
,DFW,WIB,CRJ7
,TRC,HOU,C56X
,AUS,LCH,E170
,SRQ,PIE,P28A
,MIA,ATL,B739
,CDS,ILM,C700
,CHA,AWM,BE35
,MIA,DFW,B738
,SEE,LGB,BE36
,RBK,SMO,S22T
,GLS,AFW,C56X
,PIT,SLN,A321
,BNA,CLE,BE40
,BQK,MCO,B738
,FAR,HSH,PRM1
,WDG,END,TEX2
,YUL,PSK,GL5T
,YQK,YQT,MU2
,NSN,MZP,C206
,EPA,AEP,E190
,AEP,EPA,B738
,GRU,BJP,A320
